Description,Extracted
gravelmediumcompacted,gravel
sandwet,sand
someclay,clay
claykhaki,clay
soilsandysubsoil,sand soil
gravelboulderwatersupply,gravel water boulders
claykhaki,clay
gravelsmallmedium,gravel
boulders,boulders
sandclay,sand clay
claydark,clay
gravelcompactedboulderwatersupply,gravel water sand boulders clay
gravelcompactedwaterbearing,gravel water
clayyellowgravel,gravel clay
claygravelsandy,gravel sand clay
gravelconglomerated,gravel conglomerate
someclay,clay
claysandygravel,gravel sand clay
clayyellowgravelwaterbearing,gravel water clay
gravelwatersupply,gravel water
graveldry,gravel
clayridge,clay
soil,soil
clay,clay
gravelclaybound,gravel clay
clay,clay
gravelcleanwaterbearing,gravel water
gravelclayey,gravel clay
clayblack,clay
gravelcleanwaterbearing,gravel water
gravelcleanwaterbearing,gravel water
gravelclayeywaterbearing,gravel water clay
clay,clay
claygrey,clay
sandstoneweatheredbedrock,rock sandstone
gravelclayeywaterbearing,gravel water clay
gravelcleanwatersupply,gravel water
gravelgreyclayeywaterbearing,gravel water clay
gravelclayeywaterbearing,gravel water clay
gravelcleanwaterbearing,gravel water
claydarkbrown,clay
clay,clay
clay,clay
clay,clay
siltsand,sand silt
soilsurface,soil
clay,clay
gravelwaterbearing,gravel water
claysandy,sand clay
sandgravelwaterbearing,gravel water sand
sandgravelwaterbearing,gravel water sand
clay,clay
clay,clay
sandgreygravelwaterbearing,gravel water sand
sandgravelwaterbearing,gravel water sand
topsoil,soil
clay,clay
clay,clay
topsoilred,soil
claysandy,sand clay
sandgravelsomeclay,gravel sand clay
sandwhitecoarsecleanwaterbearing,sand water
sandwhitefine,sand
sandfinesomesmallclaybands,sand clay
claylightbrown,clay
claysoftsandy,sand clay
clay,clay
sandgravelmulticolouredcoarsewatersupply,gravel water sand
sandgravel,gravel sand
clay,clay
sandgravelclean,gravel sand
claysandysandgravel,gravel sand clay
sandcleancoarsewaterbearing,sand water
stoneslarge,gravel stones
clayyellow,clay
clay,clay
sandgravelcoarsewaterbearing,gravel water sand
yellowshaley,shale
claygreysandywaterbearing,sand water clay
sandgravel,gravel sand
sandgravelstoneslargesomeclay,gravel sand stones clay
clay,clay
claysandywaterbearing,sand water clay
clay,clay
sandgravelwaterbearing,gravel water sand
clayyellowwaterbearing,water clay
topsoil,soil
clay,clay
sandcoarsewaterbearing,sand water
sandgravelwaterbearing,gravel water sand
claygreyshaley,shale clay
gravelwaterbearing,gravel water
clay,clay
sandcoarsegravelwaterbearing,gravel water sand
gravelwaterbearing,gravel water
clay,clay
gravelwaterbearing,gravel water
claywaterbearing,water clay
clay,clay
topsoil,soil
claywaterbearing,water clay
sandcoarsegravelwaterbearing,gravel water sand
clay,clay
sandgreymediumsomefinegravel,gravel sand
clay,clay
sandmediumcoarsegravel,gravel sand
sandmediumcoarse,sand
sandgreymediumcoarseclayey,sand clay
sandgreymediumcoarse,sand
claygreyblackshale,shale clay
sandgravel,gravel sand
sandgreymediumclayey,sand clay
clay,clay
somefinegravel,gravel
sandmediumcoarsegravel,gravel sand
clay,clay
claygreysandy,sand clay
clay,clay
someclaybands,clay
gravelfine,gravel
gravelsand,gravel sand
gravelmediumcoarsesand,gravel sand
sandgreymediumgravel,gravel sand
claygreysomepebblespebbly,pebbles clay
sandyellowcoarsewaterbearing,sand water
claysilty,silty clay
sandgravelclayey,gravel sand clay
claycreamsandywaterbearing,sand water clay
claygrey,clay
sandwhitemediumcoarsewaterbearing,sand water
siltgrey,silt
sandorangecoarsewaterbearing,sand water
sandcreamgravel,gravel sand
sandwhitecoarsewaterbearing,sand water
sandgreyfinemediumwaterbearing,sand water
siltlightbrownsandy,sand silt
claysilty,silty clay
claysandywaterbearing,sand water clay
soilblack,soil
sandcoarsewaterbearing,sand water
claysomewaterbearingpebblespebbly,water pebbles clay
claylightbrownsomepebblespebbly,pebbles clay
sandgreyfinemediumwaterbearing,sand water
sandcoarsesiltywaterbearing,silty water sand
sandcoarse,sand
sandyellowgravel,gravel sand
sandwhitefine,sand
sandwhitefinesiltywaterbearing,silty water sand
sandgravelwaterbearing,gravel water sand
sandgreysiltyclayeywaterbearing,water sand silty clay
claysiltywaterbearing,silty water clay
sandcoarsewaterbearing,sand water
sandwhitesomecoarsewaterbearing,sand water
claylightbrownsilty,silty clay
claysiltywaterbearing,silty water clay
sandgreycoarsesiltyclayeywaterbearing,water sand silty clay
sandstonegreyweatheredsomecarbonaceous,sandstone carbonaceous
siltwhitesandywaterbearing,sand water silt
siltgreywaterbearing,water silt
sandcoarsewaterbearing,sand water
siltgreenishgrey,silt
sandclayey,sand clay
sandclayeygravel,gravel sand clay
claygreensandy,sand clay
topsoil,soil
someclay,clay
clay,clay
sandclayey,sand clay
sandmediumcoarseclayey,sand clay
clay,clay
sandcoarsesomegravel,gravel sand
claysomegravel,gravel clay
claysandy,sand clay
clay,clay
clay,clay
sandmediumcoarsesomegravel,gravel sand
sandmediumcoarse,sand
claygreengreen,clay
sandwhitecoarse,sand
claysandy,sand clay
sandstoneweathered,water sandstone
claygrey,clay
clay,clay
someclay,clay
sandmedium,sand
sandstonegreyweathered,sandstone
claywhite,clay
gravel,gravel
gravel,gravel
gravelsomeclay,gravel clay
clay,clay
clay,clay
clay,clay
claywhite,clay
clay,clay
sandsomeclay,sand clay
gravel,gravel
soilblack,soil
clay,clay
claygreensomesand,sand clay
sandclay,sand clay
gravel,gravel
gravel,gravel
claysomegravel,gravel clay
gravel,gravel
sandmulticolouredcoarsegravelsomesmallclaybandswaterbearing,water sand clay gravel
sandmulticolouredcoarsegravelsomecobbles,gravel sand
sandmulticolouredcoarsegravel,gravel sand
sandcoarsegravel,gravel sand
claylightbrown,clay
sandmulticolouredgravel,gravel sand
topsoil,soil
sandmulticolouredcoarsegravelwatersupply,gravel water sand
rockgreengreyacidvolcanic,rock volcanic
gravellightgreygreenclay,gravel clay
sandcoarsegravelwaterbearingsomeclay,water sand clay gravel
gravelcoarsesandwatersupply,gravel water sand
clay,clay
gravelsandywaterbearing,gravel water sand
gravelwaterbearing,gravel water
claygreywaterbearing,water clay
clay,clay
gravelwaterbearing,gravel water
claysticky,clay
claycoarsesandywaterbearing,sand water clay
claysandywaterbearing,sand water clay
claygreywaterbearing,water clay
claysandy,sand clay
gravelwaterbearing,gravel water
claysandywaterbearing,sand water clay
gravelwaterbearing,gravel water
sandcoarsegravelwaterbearing,gravel water sand
topsoilblack,soil
clay,clay
topsoil,soil
sandstonewatersupply,water sandstone
sandstone,sandstone
sandstoneshale,shale sandstone
sandstonewatersupply,water sandstone
sandstoneyellowwhite,sandstone
claysomeboulder,boulders clay
sandstoneyellow,sandstone
soilblack,soil
claylargeboulder,clay
shalesandy,sand shale
shalegreysandy,sand shale
sandstone,sandstone
sandstonecoal,coal sandstone
sandstoneweathered,water sandstone
shalebands,sand shale
sandstonegrey,sandstone
sandstonegrey,sandstone
sandstonegrey,sandstone
siltsandysandstonewatersupply,sand water sandstone silt
shalecarbonaceous,shale carbonaceous
soil,soil
sandstone,sandstone
claygreykhakisomeshaley,shale clay
sandwhitegreycoarse,sand
sandcoarse,sand
sandcoarsemediumgravel,gravel sand
sandclayeyfine,sand clay
claygreysandy,sand clay
sandgravelsomeclaybands,gravel sand clay
claygrey,clay
sandcoarse,sand
claysandy,sand clay
claygrey,clay
topsoil,soil
claygrey,clay
gravelwhitesand,gravel sand
clay,clay
somequartzite,quartzite
sandcoarsegravel,gravel sand
sandcoarse,sand
claygreen,clay
sandgreymediumcoarse,sand
sandcoarse,sand
claygreensiltyshale,silty shale clay
claygrey,clay
claysandy,sand clay
gravelwatersupply,gravel water
clay,clay
gravelwaterbearing,gravel water
soilblack,soil
gravelclaybound,gravel clay
claygravel,gravel clay
topsoil,soil
sandgravelwaterbearing,gravel water sand
sandgravel,gravel sand
clay,clay
sandwaterbearing,sand water
claysandy,sand clay
sandsomeclay,sand clay
sandstonehard,sandstone
clay,clay
sandsomeclay,sand clay
sandwhitegravelwaterbearing,gravel water sand
sand,sand
claysandy,sand clay
bentoniteclay,bentonite clay
sandgravel,gravel sand
sandcoarse,sand
claysandy,sand clay
sand,sand
sandgravel,gravel sand
shale,shale
topsoil,soil
sandgravel,gravel sand
clay,clay
claysandy,sand clay
clay,clay
claywaterbearing,water clay
topsoil,soil
shale,shale
sandcoarsewaterbearing,sand water
sandgravelwaterbearing,gravel water sand
sandwaterbearingclay,sand water clay
clay,clay
clay,clay
sandwaterbearing,sand water
bentoniteclay,bentonite clay
sandgravelwaterbearing,gravel water sand
sandgravelwaterbearing,gravel water sand
sandgravelwaterbearing,gravel water sand
clay,clay
clay,clay
clay,clay
sandgravel,gravel sand
topsoil,soil
sandgravelwaterbearing,gravel water sand
clay,clay
sandfinegravel,gravel sand
sandgravel,gravel sand
clay,clay
gravelsmallclay,gravel clay
clay,clay
claygrey,clay
claysandy,sand clay
sandcoarsegravel,gravel sand
claysandy,sand clay
sandgravel,gravel sand
clay,clay
sandgravel,gravel sand
clayyellow,clay
clay,clay
clayred,clay
sandred,sand
topsoil,soil
clay,clay
sandfinegravel,gravel sand
sanddrygravel,gravel sand
shalewatersupply,water shale
clayred,clay
topsoilred,soil
sandgravel,gravel sand
claygreyyellow,clay
claymulticoloured,clay
claymulticoloured,clay
sandgravelwaterbearing,gravel water sand
claymulticoloured,clay
clayred,clay
bentonitemulticoloured,bentonite
shale,shale
sandgravelwaterbearing,gravel water sand
clay,clay
topsoil,soil
sandgravelwaterbearing,gravel water sand
claymulticoloured,clay
sandstone,sandstone
sandgreenclaybandsblueclaybonds,sand sand boulders clay
sandgravelwaterbearing,gravel water sand
clayfinesandywaterbearing,sand water clay
claysandy,sand clay
clay,clay
topsoil,soil
claysandysomegravelwaterbearing,water sand clay gravel
claycoarsesandywaterbearing,sand water clay
claybandssandygravel,gravel sand clay
sandgravelwaterbearing,gravel water sand
clay,clay
sandgravelwaterbearing,gravel water sand
shale,shale
sandgravelwaterbearing,gravel water sand
claymulticoloured,clay
gravelwaterbearing,gravel water
soil,soil
gravelwaterbearing,gravel water
gravelwatersupply,gravel water
clay,clay
clay,clay
clay,clay
gravelclaybound,gravel clay
claywhitelightbrownsomecarbonaceous,carbonaceous clay
someclaybands,clay
clayyellowhard,clay
somemulticolouredwaterbearing,water
someweatheredrock,rock
claylightgrey,clay
sandcoarsegravelwaterbearing,gravel water sand
sandpolymictgravel,gravel sand
topsoilblack,soil
somebrownclaybandswaterbearing,water clay
sandwaterbearing,sand water
claysandy,sand clay
claylightgrey,clay
sandpolymictgravel,gravel sand
claylightbrown,clay
someclaybandswaterbearing,water clay
sandcoarse,sand
sandpolymictgravel,gravel sand
gravelclay,gravel clay
sandcoarsegravel,gravel sand
claylightgrey,clay
claypinkgreycarbonaceouswaterbearing,water carbonaceous clay
sandpolymictgravel,gravel sand
sandpolymictgravelwatersupply,gravel water sand
claywhitelightbrownsomesandycarbonaceous,sand carbonaceous clay
claygrey,clay
claygreysilty,silty clay
sandfinewaterbearing,sand water
claygreysilty,silty clay
claygreysilty,silty clay
sandclayeycoarse,sand clay
rockyellowclayeyweatheredsomehard,rock clay
sandcoarsewaterbearing,sand water
topsoil,soil
claygrey,clay
claygreysandysomecementedcarbonaceous,sand carbonaceous cement clay
claysandy,sand clay
sandcoarse,sand
sandwhitecoarsewaterbearing,sand water
claygrey,clay
claysandy,sand clay
sandclaybound,sand clay
sandcoarsewaterbearing,sand water
sandwhitefinemediumwaterbearing,sand water
sandcoarsegravelfinesomewaterbearing,gravel water sand
gravelclay,gravel clay
claygreysomecarbonaceous,carbonaceous clay
gravelwatersupply,gravel water
clayridge,clay
clay,clay
topsoil,soil
basaltsoft,basalt
graniterock,rock granite
graniteweatheredwatersupply,water granite
topsoilgranitic,soil
clay,clay
clay,clay
topsoil,soil
sandheavygravelwaterbearing,gravel water sand
clay,clay
topsoilblack,soil
shaleseams,shale
shalesandy,sand shale
shaleweatheredwaterbearing,water shale
shalegrey,shale
basalt,basalt
shaleblackwatersupply,water shale
shalebrokenwatersupply,water shale
claysomegreybands,clay
clay,clay
sandgravel,gravel sand
sandgravel,gravel sand
clayhard,clay
graveldirtyclaybandswatersupply,gravel water clay
sanddirtygravelwaterbearing,gravel water sand
shale,shale
clay,clay
clayhard,clay
sanddirtygravelwaterbearing,gravel water sand
claysiltysomegravel,gravel silty clay
clay,clay
sandgravelwaterbearing,gravel water sand
shale,shale
basalt,basalt
clay,clay
shalewatersupply,water shale
shalewatersupply,water shale
soilredsurface,soil
shale,shale
shalegrey,shale
soilredsurface,soil
shalegrey,shale
shale,shale
shalewatersupply,water shale
sanddry,sand
clayyellow,clay
clayredsand,sand clay
clayyellowsand,sand clay
claysand,sand clay
soilblack,soil
sandgravel,gravel sand
granitegreywatersupply,water granite
graniteweatheredwatersupply,water granite
soilgranitic,soil
basalt,basalt
topsoil,soil
sandstonewatersupply,water sandstone
granitefirm,granite
granitedecomposedwatersupply,water granite
graniterotten,stones granite
soil,soil
granite,granite
clay,clay
topsoil,soil
sandgravelwatersupply,gravel water sand
topsoil,soil
basaltpowdery,basalt
clay,clay
clay,clay
topsoil,soil
gravelwatersupply,gravel water
topsoilred,soil
clayred,clay
shalewatersupply,water shale
basalt,basalt
shalewatersupply,water shale
sandstonewatersupply,water sandstone
soilsurface,soil
clayboulder,boulders clay
claygreyshaleywatersupply,water shale clay
clayred,clay
shaleblackwatersupply,water shale
basalthard,basalt
basaltwatersupply,water basalt
clayridge,clay
claysoft,clay
basaltwaterbearing,water basalt
soilsurface,soil
shaleyellow,shale
basalthard,basalt
basalthard,basalt
gravelhardwaterbearing,gravel water
loamriver,loam
clayhardgravel,gravel clay
loamriver,loam
gravelsoftfinecreek,gravel
gravelriver,gravel
shalewatersupply,water shale
loam,loam
shalegrey,shale
shale,shale
clay,clay
shalebrokenwatersupply,water shale
sandstonewatersupply,water sandstone
sandwaterbearing,sand water
clay,clay
gravelcoarsestoneswatersupply,gravel water stones
clay,clay
clay,clay
clay,clay
clay,clay
gravel,gravel
gravelwatersupply,gravel water
gravel,gravel
clay,clay
gravel,gravel
topsoil,soil
sandclay,sand clay
gravelriverwaterbearing,gravel water
loam,loam
shalewatersupply,water shale
shalehard,shale
clayridge,clay
shaleyellow,shale
soil,soil
rock,rock
rockwatersupply,water rock
rockwaterbearing,water rock
rock,rock
soilsurface,soil
clay,clay
shalebluewatersupply,pebbles water shale
soilredsurface,soil
shalebrown,shale
shale,shale
soilredsurface,soil
shalegrey,shale
shalewatersupply,water shale
basalt,basalt
shale,shale
rocksedimentarywatersupply,water sedimentary rock
claygravel,gravel clay
topsoil,soil
basaltred,basalt
clayridge,clay
rocksoft,rock
rockwatersupply,water rock
sandstonesoft,sandstone
topsoil,soil
sandstonewatersupply,water sandstone
shaleyellow,shale
soil,soil
shalehard,shale
shalehard,shale
clayridge,clay
shalewatersupply,water shale
shalewatersupply,water shale
clayridge,clay
shalehard,shale
shaleyellow,shale
soil,soil
shalewatersupply,water shale
clayyellowridge,clay
shaleyellow,shale
soil,soil
topsoil,soil
basalt,basalt
clay,clay
sandstonewatersupply,water sandstone
basalt,basalt
clay,clay
limestone,limestone
shale,shale
sandstone,sandstone
sandstonewatersupply,water sandstone
clay,clay
clay,clay
topsoil,soil
clayridge,clay
boulders,boulders
clay,clay
topsoil,soil
basaltwatersupply,water basalt
basalt,basalt
basaltgreenishblack,basalt
soilblack,soil
basaltredblack,basalt
basaltlightbrownweathered,basalt
basalt,basalt
basaltblack,basalt
basalt,basalt
basaltredblack,basalt
basaltblack,basalt
basaltweatheredsomeclaybands,basalt clay
basaltred,basalt
basaltblack,basalt
basaltgreenishblack,basalt
basaltred,basalt
basaltredblackwaterbearing,water basalt
basaltwhiteredblack,basalt
basaltgreenishblack,basalt
soilsurface,soil
basaltrotten,basalt stones
basaltwatersupply,water basalt
clayred,clay
claysilty,silty clay
soilblack,soil
somesmallclaybands,clay
sand,sand
gravelsandwatersupply,gravel water sand
clay,clay
topsoil,soil
sandstonewatersupply,water sandstone
rockdecomposed,rock
basaltrubble,basalt
rockdecomposed,rock
clay,clay
shale,shale
topsoil,soil
basaltrubble,basalt
basaltwatersupplyrockdecomposedbands,water basalt rock
shalewaterbearing,water shale
soilredsurface,soil
shalewatersupply,water shale
shale,shale
shalegrey,shale
shaleclay,shale clay
shalewatersupply,water shale
soilredsurface,soil
gravelpinkish,gravel
topsoil,soil
claygravel,gravel clay
ironstone,ironstone
sandstonedense,sandstone
sandstonewatersupply,water sandstone
sandstonedense,sandstone
ironstone,ironstone
sandstonedense,sandstone
sandstonedense,sandstone
sandwaterbearing,sand water
clay,clay
topsoil,soil
claysandy,sand clay
clay,clay
sand,sand
clay,clay
clay,clay
gravelwatersupply,gravel water
soilsurface,soil
clay,clay
shalewatersupply,water shale
soilsurface,soil
shalewatersupply,water shale
clayred,clay
soilsurface,soil
sandstonewatersupply,water sandstone
gravelclayboundwaterbearing,gravel water clay
soil,soil
claysandy,sand clay
rock,rock
claysandy,sand clay
shalewatersupply,water shale
shaleclay,shale clay
soilsurface,soil
shale,shale
shalewaterbearing,water shale
shalewatersupply,water shale
soilredsurface,soil
shalewaterbearing,water shale
shalewatersupply,water shale
soilredsurface,soil
sand,sand
topsoil,soil
claysandy,sand clay
clayyellowsandy,sand clay
